back_end,barycentric_event_time,burst_bandwidth,burst_width,burst_width_err,decl,decl_err,discovery_date,dm,dm_model,filename,filetype,fluence,fluence_err,flux,flux_err,frac_lin_pol,galactic_max_dm,galactic_max_dm_model,group,host_redshift,inst_bandwidth,internal_name,lastmodified,name,num_channels,num_files,photometry_date,photometry_id,public_webpage,ra,ra_err,ref_freq,region_filename,remarks,repeater_of_objid,reporter_name,reports_id,rm,rm_err,sampling_time,scattering_time,scattering_time_err,snr,telescope,telescope_mode,time_received,tns_id,ra_frac,dec_frac,gl_frac,gb_frac
Clear-,,,1.5,0.2,-10:55:60.00,20 arcmin,2017-12-13 14:22:40.467,158.6,0.2,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20171213A_atrep_79735_FRBCAT.png,Graphics,133.0,12.0,88.6,,,36.0,NE2001,FRBCAT,,336.0,FRB171213,2020-08-12 09:06:36.000,FRB 20171213A,366,2,2017-12-13 14:22:40.467,700,,03:38:60.000,30 arcmin,1297.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79735,,,1.26,,,25.1,ASKAP,FlysEye,2020-08-12 09:06:36.000,64954,54.75,-10.933333333333334,-161.03234264826816,-48.55223477816139
BPSR-MB20,,,2.5,,-46:10:20.00,7.50 arcmin,2017-12-09 20:34:23.500,1457.4,0.03,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20171209A_atrep_79734_FRBCAT.png,Graphics,3.7,0.1,1.48,,1.0,13.0,NE2001,FRBCAT,,338.281,FRB171209,2020-08-12 09:06:33.000,FRB 20171209A,866,1,2017-12-09 20:34:23.500,699,,15:50:25.000,7.50 arcmin,1352.0,,Burst polarization plot.,,Emily Petroff,79734,121.6,4.2,0.064,0.66,,40.0,Parkes,MB20,2020-08-12 09:06:33.000,64953,237.60416666666666,-46.17222222222222,-27.3829073541865,6.784621275800112
Clear-,,,3.2,0.5,-17:13:60.00,10 arcmin,2017-11-16 14:59:33.305,618.5,0.5,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20171116A_atrep_79733_FRBCAT.png,Graphics,63.0,2.0,19.6,,,36.0,NE2001,FRBCAT,,336.0,FRB171116,2020-08-12 09:06:31.000,FRB 20171116A,366,2,2017-11-16 14:59:33.305,698,,03:30:60.000,10 arcmin,1297.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79733,,,1.26,,,11.8,ASKAP,FlysEye,2020-08-12 09:06:30.000,64952,52.75,-17.23333333333333,-153.37730592974987,-53.038022894975995
Clear-,,,3.2,3.2,-19:40:00.00,40 arcmin,2017-10-20 10:27:58.598,114.1,0.2,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20171020A_atrep_79732_FRBCAT.png,Graphics,200.0,500.0,117.6,,,38.0,NE2001,FRBCAT,,336.0,FRB171020,2020-08-12 09:06:28.000,FRB 20171020A,366,2,2017-10-20 10:27:58.598,697,,22:15:00.000,45 arcmin,1297.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79732,,,1.26,,,19.5,ASKAP,FlysEye,2020-08-12 09:06:27.000,64951,333.75,-19.666666666666668,36.529668075046665,-52.379180809169156
Clear-,,,5.4,0.3,-08:40:00.00,7 arcmin,2017-10-19 13:26:40.097,460.8,1.1,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20171019A_atrep_79731_FRBCAT.png,Graphics,219.0,5.0,40.5,,,37.0,NE2001,FRBCAT,,336.0,FRB171019,2020-08-12 09:06:25.000,FRB 20171019A,366,2,2017-10-19 13:26:40.097,696,,22:17:30.000,7.50 arcmin,1297.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79731,,,1.26,,,23.4,ASKAP,FlysEye,2020-08-12 09:06:24.000,64950,334.375,-8.666666666666666,52.52200073072839,-48.18568222898057
Clear-,,,2.0,0.3,-11:54:00.00,10 arcmin,2017-10-04 03:23:39.250,304.0,0.3,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20171004A_atrep_79730_FRBCAT.png,Graphics,44.0,2.0,22.0,,,38.0,NE2001,FRBCAT,,336.0,FRB171004,2020-08-12 09:06:22.000,FRB 20171004A,366,2,2017-10-04 03:23:39.250,695,,11:57:36.000,12 arcmin,1297.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79730,,,1.26,,,10.9,ASKAP,FlysEye,2020-08-12 09:06:21.000,64949,179.4,-11.9,-78.0642247768227,48.44278637772183
Clear-,,,2.0,0.2,-14:07:00.00,10 arcmin,2017-10-03 04:07:23.781,463.2,1.2,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20171003A_atrep_79729_FRBCAT.png,Graphics,81.0,5.0,40.5,,,40.0,NE2001,FRBCAT,,336.0,FRB171003,2020-08-12 09:06:19.000,FRB 20171003A,366,2,2017-10-03 04:07:23.781,694,,12:29:30.000,20 arcmin,1297.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79729,,,1.26,,,13.8,ASKAP,FlysEye,2020-08-12 09:06:18.000,64948,187.375,-14.116666666666667,-65.8999681169966,48.24016144063026
Other-,,,34.1,2.6,-07:59:40.49,4 deg,2017-09-22 11:23:33.400,1111.0,1,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20170922A_atrep_79728_FRBCAT.png,Graphics,177.0,,5.19,,,45.0,NE2001,FRBCAT,,31.25,FRB170922,2020-08-12 09:06:15.000,FRB 20170922A,40,2,2017-09-22 11:23:33.400,692,,21:29:50.610,9.24 arcsec,835.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79728,,,0.327,29.1,2.8,20.0,MOST,UTMOST,2020-08-12 09:06:15.000,64947,322.460875,-7.994580555555555,45.318629287066486,-37.60924901331845
Clear-,,,2.5,0.3,-19:57:00.00,6 arcmin,2017-09-06 13:06:56.488,390.3,0.4,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20170906A_atrep_79727_FRBCAT.png,Graphics,74.0,7.0,29.6,,,39.0,NE2001,FRBCAT,,336.0,FRB170906,2020-08-12 09:06:13.000,FRB 20170906A,366,2,2017-09-06 13:06:56.488,691,,21:59:48.000,10 arcmin,1297.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79727,,,1.26,,,17.0,ASKAP,FlysEye,2020-08-12 09:06:12.000,64946,329.95,-19.95,34.26708448512085,-49.09070541680546
Other-,,,0.4,,-65:33:02.30,1.2 deg,2017-08-27 16:20:18.000,176.8,0.04,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20170827A_atrep_79725_FRBCAT.png,Graphics,19.87,,50.3,,,37.0,NE2001,FRBCAT,,31.25,FRB170827,2020-08-12 09:06:10.000,FRB 20170827A,40,3,2017-08-27 16:20:18.000,689,,00:49:18.660,4.80 arcsec,835.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79725,,,0.327,,,90.0,MOST,UTMOST,2020-08-12 09:06:10.000,64944,12.32775,-65.55063888888888,-54.881888293410384,-51.561194398799614
Other-,,,1.74,,+33:08:52.50,2.20 arcmin,2017-08-26 13:52:01.252,565.0,5,,,0.6612,,0.38,,,188.0,NE2001,FRBCAT,0.19273,3562.5,FRB121102,,FRB 20170826A,19456,,2017-08-26 13:52:01.252,768,,05:31:58.700,2.20 arcmin,6407.71,,GBT detection of FRB121102 from Gajjar et al. (2018),FRB  20121102A,Emily Petroff,79799,,,0.02,,,55.7,GBT,GUPPI,2020-08-12 09:17:36.000,65013,82.99458333333334,33.14791666666667,175.30168763019216,-1.0944535424440005
Clear-,,,1.4,0.3,-60:57:00.00,10 arcmin,2017-07-12 13:22:17.394,312.79,0.07,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20170712A_atrep_79724_FRBCAT.png,Graphics,53.0,2.0,37.8,,,38.0,NE2001,FRBCAT,,336.0,FRB170712,2020-08-12 09:06:07.000,FRB 20170712A,366,2,2017-07-12 13:22:17.394,688,,22:36:00.000,15 arcmin,1297.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79724,,,1.26,,,12.7,ASKAP,FlysEye,2020-08-12 09:06:06.000,64943,339.0,-60.95,-30.994289529216132,-48.7765033131804
Clear-,,,3.5,0.5,-57:16:00.00,20 arcmin,2017-07-07 06:17:34.354,235.2,0.6,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20170707A_atrep_79723_FRBCAT.png,Graphics,52.0,3.0,14.8,,,36.0,NE2001,FRBCAT,,336.0,FRB170707,2020-08-12 09:06:04.000,FRB 20170707A,366,2,2017-07-07 06:17:34.354,687,,02:59:00.000,30 arcmin,1297.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79723,,,1.26,,,9.5,ASKAP,FlysEye,2020-08-12 09:06:04.000,64942,44.75,-57.266666666666666,-83.25543524513893,-52.90387871779984
Clear-,,,3300.0,,+41:45:00.00,0 arcsec,2017-06-06 10:03:27.000,247.0,5,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20170606A_atrep_79722_FRBCAT.png,Graphics,1782.0,,0.54,,,250.0,YMW16,FRBCAT,,2.5,FRB170606,2020-08-12 09:06:01.000,FRB 20170606A,6,1,2017-06-06 10:03:27.000,686,,05:33:60.000,0 arcsec,111.0,,Dispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79722,,,100.0,,,8.3,LPA,LPA,2020-08-12 09:06:01.000,64941,83.5,41.75,168.3608825331619,4.008910330532234
Clear-,,,4.4,0.5,-41:51:00.00,20 arcmin,2017-04-28 18:02:34.700,991.7,0.9,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20170428A_atrep_79721_FRBCAT.png,Graphics,34.0,2.0,7.7,,,40.0,NE2001,FRBCAT,,336.0,FRB170428,2020-08-12 09:05:58.000,FRB 20170428A,366,2,2017-04-28 18:02:34.700,685,,21:47:00.000,30 arcmin,1320.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79721,,,1.26,,,10.5,ASKAP,FlysEye,2020-08-12 09:05:58.000,64940,326.75,-41.85,0.35824461929433205,-48.87723438546857
Clear-,,,5.0,0.6,-55:01:60.00,9 arcmin,2017-04-16 23:11:12.799,523.2,0.2,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20170416A_atrep_79720_FRBCAT.png,Graphics,97.0,2.0,19.4,,,40.0,NE2001,FRBCAT,,336.0,FRB170416,2020-08-12 09:05:56.000,FRB 20170416A,366,2,2017-04-16 23:11:12.799,684,,22:12:60.000,15 arcmin,1320.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79720,,,1.26,,,13.0,ASKAP,FlysEye,2020-08-12 09:05:55.000,64939,333.25,-55.03333333333333,-20.878047331840378,-49.41420748670873
Clear-,,,2.6,,-05:00:00.00,10 arcmin,2017-01-07 20:05:08.139,609.5,0.5,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20170107A_atrep_79719_FRBCAT.png,Graphics,57.98,,22.3,,,35.0,NE2001,FRBCAT,,336.0,FRB170107,2020-08-12 09:05:53.000,FRB 20170107A,366,3,2017-01-07 20:05:08.139,682,,11:23:18.000,10.50 arcmin,1320.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79719,,,1.26,,,16.0,ASKAP,FlysEye,2020-08-12 09:05:53.000,64938,170.825,-5.0,-94.58188714546594,50.77322960954942
Clear-,,,810.0,40.0,+40:48:00.00,0 arcsec,2016-12-02 13:24:54.000,291.0,4,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20161202A_atrep_79718_FRBCAT.png,Graphics,1320.0,,0.29,,,69.8,NE2001,FRBCAT,,2.5,FRB161202,2020-08-12 09:05:50.000,FRB 20161202A,6,1,2016-12-02 13:24:54.000,681,,23:44:00.000,0 arcsec,111.0,,Dispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79718,,,100.0,,,7.1,LPA,LPA,2020-08-12 09:05:50.000,64937,356.0,40.8,109.42861804169357,-20.022815295362534
Clear-,,,5000.0,,+41:45:00.00,0 arcsec,2016-09-20 03:05:43.000,1767.0,4,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20160920A_atrep_79717_FRBCAT.png,Graphics,1100.0,,0.22,,,250.0,YMW16,FRBCAT,,2.5,FRB160920,2020-08-12 09:05:48.000,FRB 20160920A,6,1,2016-09-20 03:05:43.000,680,,05:33:60.000,0 arcsec,111.0,,Dispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79717,,,100.0,,,9.1,LPA,LPA,2020-08-12 09:05:47.000,64936,83.5,41.75,168.3608825331619,4.008910330532234
Other-,,,2.0,,+33:08:53.00,1.81 arcmin,2016-08-23 17:51:23.921,567.0,2,,,,,0.0,,,188.0,NE2001,FRBCAT,0.19273,1004.0,FRB121102,,FRB 20160823A,256,,2016-08-23 17:51:23.921,767,,05:31:58.700,2.30 arcsec,3000.0,,VLA detection of repeat burst from FRB121102,FRB  20121102A,Emily Petroff,79798,,,5.0,,,38.0,VLA,WIDAR,2020-08-12 09:17:30.000,65012,82.99458333333334,33.14805555555556,175.3015722778197,-1.0943761550558975
Other-,,,9.0,6.0,-40:47:52.00,4.2 deg,2016-06-08 03:53:01.088,682.0,7,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20160608A_atrep_79716_FRBCAT.png,Graphics,38.7,,4.3,,,238.3,NE2001,FRBCAT,,16.0,FRB160608,2020-08-12 09:05:45.000,FRB 20160608A,40,3,2016-06-08 03:53:01.088,679,,07:36:42.000,10.50 arcsec,843.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79716,,,0.65536,,,12.0,MOST,UTMOST,2020-08-12 09:05:44.000,64935,114.175,-40.797777777777775,-105.33610934762203,-10.380465409370686
Other-,,,4.0,1.0,+06:05:05.00,1.4 deg,2016-04-10 08:33:39.680,278.0,3,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20160410A_atrep_79715_FRBCAT.png,Graphics,28.0,,7.0,,,57.7,NE2001,FRBCAT,,16.0,FRB160410,2020-08-12 09:05:42.000,FRB 20160410A,40,3,2016-04-10 08:33:39.680,678,,08:41:25.000,2.46 arcsec,843.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79715,,,0.65536,,,13.0,MOST,UTMOST,2020-08-12 09:05:41.000,64934,130.35416666666666,6.084722222222222,-139.27961340120214,26.083080127647747
Other-,,,21.0,7.0,-29:36:31.00,1.4 deg,2016-03-17 09:00:36.530,1165.0,11,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20160317A_atrep_79714_FRBCAT.png,Graphics,63.0,,3.0,,,319.6,NE2001,FRBCAT,,16.0,FRB160317,2020-08-12 09:05:39.000,FRB 20160317A,40,3,2016-03-17 09:00:36.530,677,,07:53:47.000,2.46 arcsec,843.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79714,,,0.65536,,,13.0,MOST,UTMOST,2020-08-12 09:05:38.000,64933,118.44583333333334,-29.608611111111113,-113.5075905142815,-1.9307858340924327
Clear-,,,1590.0,40.0,+41:37:48.00,0 arcsec,2016-02-06 10:26:50.000,1262.0,5,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20160206A_atrep_79713_FRBCAT.png,Graphics,1780.0,,0.26,,,69.1,NE2001,FRBCAT,,2.5,FRB160206,2020-08-12 09:05:36.000,FRB 20160206A,6,1,2016-02-06 10:26:50.000,676,,01:00:60.000,0 arcsec,111.0,,Dispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79713,,,100.0,,,7.9,LPA,LPA,2020-08-12 09:05:36.000,64932,15.25,41.63,124.84653396388813,-21.23364907307905
BPSR-MB20,,,3.4,0.8,-30:10:50.00,7.50 arcmin,2016-01-02 08:28:39.374,2596.1,0.3,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20160102A_atrep_79712_FRBCAT.jpeg,Graphics,1.8,0.5,0.5,0.1,0.84,13.0,YMW16,FRBCAT,,338.281,FRB160102,2020-08-12 09:05:33.000,FRB 20160102A,866,1,2016-01-02 08:28:39.374,675,,22:38:49.000,7.50 arcmin,1352.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79712,-220.6,6.4,0.064,4.0,1.0,16.0,Parkes,MB20,2020-08-12 09:05:33.000,64931,339.70416666666665,-30.180555555555557,19.88565693308113,-59.76787431102417
BPSR-MB20,,,4.4,0.5,-03:27:05.00,7.50 arcmin,2015-12-30 16:15:46.525,960.4,0.5,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20151230A_atrep_79711_FRBCAT.jpeg,Graphics,1.9,0.3,0.42,0.03,0.35,38.0,YMW16,FRBCAT,,338.281,FRB151230,2020-08-12 09:05:30.000,FRB 20151230A,866,1,2015-12-30 16:15:46.525,674,,09:40:50.000,7.50 arcmin,1352.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79711,,,0.064,18.0,6.0,17.0,Parkes,MB20,2020-08-12 09:05:30.000,64930,145.20833333333334,-3.4513888888888893,-120.9417917686271,33.816187660803735
Other-,,,2.5,0.23,+33:08:04.00,1.55 arcmin,2015-12-08 04:54:40.262,558.6,1.7,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20151208A_atrep_79797_FRBCAT.png,Graphics,,,0.03,,,188.0,NE2001,FRBCAT,0.19273,700.0,FRB121102,2020-08-12 09:17:25.000,FRB 20151208A,3590,1,2015-12-08 04:54:40.262,766,,05:31:58.000,1.55 arcmin,1430.0,,Dedispersed waterfall plot for repeating bursts from FRB20121102A,FRB  20121102A,Emily Petroff,79797,,,0.01024,,,0.0,Arecibo,L-Wide,2020-08-12 09:17:24.000,65011,82.99166666666666,33.13444444444444,175.31151569307445,-1.1039882078269443
BPSR-MB20,,,3.0,0.6,-04:07:54.00,7.50 arcmin,2015-12-06 06:17:52.778,1909.8,0.6,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20151206A_atrep_79710_FRBCAT.jpeg,Graphics,0.9,0.2,0.3,0.04,,160.0,YMW16,FRBCAT,,338.281,FRB151206,2020-08-12 09:05:28.000,FRB 20151206A,866,1,2015-12-06 06:17:52.778,673,,19:21:25.000,7.50 arcmin,1352.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79710,,,0.064,11.0,2.0,10.0,Parkes,MB20,2020-08-12 09:05:27.000,64929,290.3541666666667,-4.131666666666666,33.08534934367767,-7.435460886477699
Clear-,,,1470.0,40.0,+30:58:48.00,0 arcsec,2015-11-25 15:42:36.000,273.0,4,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20151125A_atrep_79709_FRBCAT.png,Graphics,2360.0,,0.52,,,50.2,NE2001,FRBCAT,,2.5,FRB151125,2020-08-12 09:05:25.000,FRB 20151125A,6,2,2015-11-28 15:43:56.000,672,,01:30:60.000,0 arcsec,111.0,,Dispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79709,,,100.0,,,7.2,LPA,LPA,2020-08-12 09:05:24.000,64928,22.75,30.979999999999997,132.60278278974948,-31.309182232238697
S-Band-GUPPI,,,5.97,0.35,+33:08:04.00,2.90 arcmin,2015-11-19 11:05:52.492,560.0,6.4,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20151119D_atrep_79796_FRBCAT.png,Graphics,,,0.09,,,188.0,NE2001,FRBCAT,0.19273,800.0,FRB121102,2020-08-12 09:17:20.000,FRB 20151119D,512,1,2015-11-19 11:05:52.492,765,,05:31:58.000,2.90 arcmin,2000.0,,Dedispersed waterfall plot for repeating bursts from FRB20121102A,FRB  20121102A,Emily Petroff,79796,,,0.01024,,,0.0,GBT,GUPPI,2020-08-12 09:17:19.000,65010,82.99166666666666,33.13444444444444,175.31151569307445,-1.1039882078269443
S-Band-GUPPI,,,4.3,1.4,+33:08:04.00,2.90 arcmin,2015-11-19 10:58:56.234,560.0,,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20151119C_atrep_79795_FRBCAT.png,Graphics,,,0.02,,,188.0,NE2001,FRBCAT,0.19273,800.0,FRB121102,2020-08-12 09:17:14.000,FRB 20151119C,512,1,2015-11-19 10:58:56.234,764,,05:31:58.000,2.90 arcmin,2000.0,,Dedispersed waterfall plot for repeating bursts from FRB20121102A,FRB  20121102A,Emily Petroff,79795,,,0.01024,,,0.0,GBT,GUPPI,2020-08-12 09:17:14.000,65009,82.99166666666666,33.13444444444444,175.31151569307445,-1.1039882078269443
S-Band-GUPPI,,,6.14,1.0,+33:08:04.00,1.75 arcmin,2015-11-19 10:51:34.957,568.8,6.6,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20151119B_atrep_79794_FRBCAT.png,Graphics,,,0.04,,,188.0,NE2001,FRBCAT,0.19273,800.0,FRB121102,2020-08-12 09:17:04.000,FRB 20151119B,512,1,2015-11-19 10:51:34.957,763,,05:31:58.000,1.75 arcmin,2000.0,,Dedispersed waterfall plot for repeating bursts from FRB20121102A,FRB  20121102A,Emily Petroff,79794,,,0.01024,,,0.0,GBT,GUPPI,2020-08-12 09:17:04.000,65008,82.99166666666666,33.13444444444444,175.31151569307445,-1.1039882078269443
S-Band-GUPPI,,,6.1,0.57,+33:08:04.00,2.90 arcmin,2015-11-19 10:44:40.524,565.1,5.2,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20151119A_atrep_79793_FRBCAT.png,Graphics,,,0.06,,,188.0,NE2001,FRBCAT,0.19273,800.0,FRB121102,2020-08-12 09:16:58.000,FRB 20151119A,512,1,2015-11-19 10:44:40.524,762,,05:31:58.000,2.90 arcmin,2000.0,,Dedispersed waterfall plot for repeating bursts from FRB20121102A,FRB  20121102A,Emily Petroff,79793,,,0.01024,,,0.0,GBT,GUPPI,2020-08-12 09:16:58.000,65007,82.99166666666666,33.13444444444444,175.31151569307445,-1.1039882078269443
S-Band-GUPPI,,,6.73,1.12,+33:08:04.00,2.90 arcmin,2015-11-13 08:32:42.375,559.9,7.1,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20151113A_atrep_79792_FRBCAT.png,Graphics,,,0.04,,,188.0,NE2001,FRBCAT,0.19273,800.0,FRB121102,2020-08-12 09:16:53.000,FRB 20151113A,512,1,2015-11-13 08:32:42.375,761,,05:31:58.000,2.90 arcmin,2000.0,,Dedispersed waterfall plot for repeating bursts from FRB20121102A,FRB  20121102A,Emily Petroff,79792,,,0.01024,,,0.0,GBT,GUPPI,2020-08-12 09:16:52.000,65006,82.99166666666666,33.13444444444444,175.31151569307445,-1.1039882078269443
Clear-,,,2500.0,,+33:06:00.00,0 arcsec,2015-10-18 01:05:48.000,570.0,5,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20151018A_atrep_79708_FRBCAT.png,Graphics,3500.0,,1.4,,,275.0,NE2001,FRBCAT,,2.5,FRB151018,2020-08-12 09:05:22.000,FRB 20151018A,6,1,2015-10-18 01:05:48.000,670,,05:20:60.000,0 arcsec,111.0,,Dispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79708,,,100.0,,,6.2,LPA,LPA,2020-08-12 09:05:21.000,64927,80.25,33.1,174.03402891795756,-3.0129519316453752
BPSR-MB20,,,0.35,0.05,-55:04:42.00,7.50 arcmin,2015-08-07 17:53:55.830,266.5,0.1,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20150807A_atrep_79707_FRBCAT.png,Graphics,44.8,8.4,128.0,5.0,0.8,36.9,NE2001,FRBCAT,,338.281,FRB150807,2020-08-12 09:05:20.000,FRB 20150807A,866,2,2015-08-07 17:53:55.830,669,,22:42:31.000,7.50 arcmin,1352.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79707,12.0,0.7,0.064,,,0.0,Parkes,MB20,2020-08-12 09:05:19.000,64926,340.62916666666666,-55.07833333333333,-24.402868832889055,-53.0176707757729
BPSR-MB20,,,2.0,1.0,-40:05:23.00,7.50 arcmin,2015-06-10 05:26:59.396,1593.9,0.6,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20150610A_atrep_79706_FRBCAT.jpeg,Graphics,1.3,0.7,0.7,0.2,,122.0,YMW16,FRBCAT,,338.281,FRB150610,2020-08-12 09:05:17.000,FRB 20150610A,866,1,2015-06-10 05:26:59.396,668,,10:44:26.000,7.50 arcmin,1352.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79706,,,0.064,3.0,0.9,18.0,Parkes,MB20,2020-08-12 09:05:16.000,64925,161.10833333333332,-40.08972222222222,-81.77057063193041,16.103531896544258
Other-,,,3.06,0.04,+33:08:13.00,1.75 arcmin,2015-06-02 17:57:32.020,556.5,1.1,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20150602H_atrep_79791_FRBCAT.png,Graphics,,,0.31,,,188.0,NE2001,FRBCAT,0.19273,322.6,FRB121102,2020-08-12 09:16:47.000,FRB 20150602H,960,2,2015-06-02 17:57:32.020,760,,05:31:55.000,1.75 arcmin,1375.0,,Dedispersed waterfall plots for repeating bursts from FRB20121102A,FRB  20121102A,Emily Petroff,79791,,,0.0655,,,0.0,Arecibo,ALFA,2020-08-12 09:16:47.000,65005,82.97916666666667,33.136944444444445,175.30360540014485,-1.1112863949941243
Other-,,,8.0,0.5,+33:08:13.00,1.75 arcmin,2015-06-02 17:56:34.787,558.7,4.9,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20150602G_atrep_79790_FRBCAT.png,Graphics,,,0.05,,,188.0,NE2001,FRBCAT,0.19273,322.6,FRB121102,2020-08-12 09:16:42.000,FRB 20150602G,960,2,2015-06-02 17:56:34.787,759,,05:31:55.000,1.75 arcmin,1375.0,,Dedispersed waterfall plots for repeating bursts from FRB20121102A,FRB  20121102A,Emily Petroff,79790,,,0.0655,,,0.0,Arecibo,ALFA,2020-08-12 09:16:41.000,65004,82.97916666666667,33.136944444444445,175.30360540014485,-1.1112863949941243
Other-,,,6.0,0.3,+33:08:13.00,1.75 arcmin,2015-06-02 17:53:45.528,557.4,3.7,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20150602F_atrep_79789_FRBCAT.png,Graphics,,,0.05,,,188.0,NE2001,FRBCAT,0.19273,322.6,FRB121102,2020-08-12 09:16:36.000,FRB 20150602F,960,2,2015-06-02 17:53:45.528,758,,05:31:55.000,1.75 arcmin,1375.0,,Dedispersed waterfall plots for repeating bursts from FRB20121102A,FRB  20121102A,Emily Petroff,79789,,,0.0655,,,0.0,Arecibo,ALFA,2020-08-12 09:16:35.000,65003,82.97916666666667,33.136944444444445,175.30360540014485,-1.1112863949941243
