back_end,barycentric_event_time,burst_bandwidth,burst_width,burst_width_err,decl,decl_err,discovery_date,dm,dm_model,filename,filetype,fluence,fluence_err,flux,flux_err,frac_lin_pol,galactic_max_dm,galactic_max_dm_model,group,host_redshift,inst_bandwidth,internal_name,lastmodified,name,num_channels,num_files,photometry_date,photometry_id,public_webpage,ra,ra_err,ref_freq,region_filename,remarks,repeater_of_objid,reporter_name,reports_id,rm,rm_err,sampling_time,scattering_time,scattering_time_err,snr,telescope,telescope_mode,time_received,tns_id,ra_frac,dec_frac,gl_frac,gb_frac
Clear-,,,,,+20:04:48.00,31 arcmin,2019-05-15 18:33:47.247,653.47,6.47,,,,,0.0,0.0,,43.05,NE2001,CHIMEFRB,,400.0,38776825,,FRB 20190515C,16384,,2019-05-15 18:33:47.247,377,https://www.chime-frb.ca/repeaters,02:07:00.000,35 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190213A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",64355,,,0.98304,,,10.07,CHIME,FRB,2020-03-12 15:35:54.000,55845,31.75,20.08,145.67436182680942,-39.79400917279719
Clear-,,,,,+48:15:00.00,22 arcmin,2019-04-21 08:00:10.506,226.45,6.47,,,,,0.0,0.0,,29.37,NE2001,CHIMEFRB,,400.0,37451017,,FRB 20190421A,16384,,2019-04-21 08:00:10.506,36,https://www.chime-frb.ca/repeaters,13:52:26.400,19 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190303A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63353,,,0.98304,,,12.27,CHIME,FRB,2020-03-03 16:03:59.000,55111,208.11,48.25,100.36810413604752,66.23585322523618
Clear-,,,,,+59:24:36.00,20 arcmin,2019-04-17 13:56:04.718,1378.11,6.47,,,,,0.0,0.0,,77.98,NE2001,CHIMEFRB,,400.0,37085135,,FRB 20190417A,16384,,2019-04-17 13:56:04.718,35,https://www.chime-frb.ca/repeaters,19:38:52.800,19 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190417A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63352,,,0.98304,,,13.38,CHIME,FRB,2020-03-03 16:03:59.000,55110,294.72,59.41,92.1996973636059,18.006835144052463
Clear-,,,,,+46:58:12.00,20 arcmin,2019-04-06 13:55:23.398,580.68,1.62,,,,,0.0,0.0,,71.79,NE2001,CHIMEFRB,,400.0,35638607,,FRB 20190406A,16384,,2019-04-06 13:55:23.398,34,https://www.chime-frb.ca/repeaters,18:54:38.400,19 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190208A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63351,,,0.98304,,,13.08,CHIME,FRB,2020-03-03 16:03:59.000,55109,283.66,46.97,77.45856167394734,19.760366840215195
Clear-,,,,,+73:38:24.00,20 arcmin,2019-03-29 23:58:21.291,189.25,1.62,,,,,0.0,0.0,,,,CHIMEFRB,,400.0,34837708,,FRB 20190329A,16384,,2019-03-29 23:58:21.291,479,https://www.chime-frb.ca/repeaters,04:20:14.400,21 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180814A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65029,,,0.98304,,,11.7,CHIME,FRB,2020-03-26 16:07:07.000,56377,65.06,73.64,137.10152613404588,16.235874158036456
Other-,,,1.35,,-66:55:27.80,8.5 deg,2019-03-22 07:00:12.300,724.2,,,,16.0,,0.0,,,47.1,NE2001,FRBCAT,,31.25,FRB190322,,FRB 20190322D,40,,2019-03-22 07:00:12.300,737,,04:46:14.450,8.50 arcmin,835.0,,From the UTMOST Team Webpage,,Emily Petroff,79766,,,0.327,,,12.0,MOST,UTMOST,2020-08-12 09:08:04.000,64983,71.56020833333334,-66.9243888888889,-80.63782888724256,-37.3856862139275
Clear-,,,,,+65:07:48.00,21 arcmin,2019-03-13 09:21:46.707,365.55,3.23,,,,,0.0,0.0,,34.0,NE2001,CHIMEFRB,,400.0,33184804,,FRB 20190313A,16384,,2019-03-13 09:21:46.707,33,https://www.chime-frb.ca/repeaters,12:41:33.600,21 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20181119A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63350,,,0.98304,,,9.38,CHIME,FRB,2020-03-03 16:03:59.000,55108,190.39,65.13,126.4676003168673,51.92494010784787
Clear-,,,,,+48:15:00.00,23 arcmin,2019-03-03 11:05:16.892,223.21,3.23,,,,,0.0,0.0,,29.36,NE2001,CHIMEFRB,,400.0,32329698,,FRB 20190303A,16384,,2019-03-03 11:05:16.892,32,https://www.chime-frb.ca/repeaters,13:52:19.200,20 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190303A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63349,,,0.98304,,,11.23,CHIME,FRB,2020-03-03 16:03:59.000,55107,208.08,48.25,100.41003006869327,66.2465180285178
Clear-,,,,,+62:58:48.00,21 arcmin,2019-03-02 02:19:57.108,452.9,12.94,,,,,0.0,0.0,,114.29,NE2001,CHIMEFRB,,400.0,32227968,,FRB 20190302B,16384,,2019-03-02 02:19:57.108,478,https://www.chime-frb.ca/repeaters,04:54:31.200,20 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20181128A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65028,,,0.98304,,,10.2,CHIME,FRB,2020-03-26 16:07:07.000,56376,73.63,62.980000000000004,147.49077003071227,11.602900228369858
Clear-,,,,,+69:51:00.00,19 arcmin,2019-03-01 18:03:02.480,460.99,1.62,,,,,0.0,0.0,,81.65,NE2001,CHIMEFRB,,400.0,32158184,,FRB 20190301A,16384,,2019-03-01 18:03:02.480,31,https://www.chime-frb.ca/repeaters,20:36:50.400,17 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190222A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63348,,,0.98304,,,17.86,CHIME,FRB,2020-03-03 16:03:59.000,55106,309.21,69.85,104.85745232705133,17.338741361273936
Clear-,,,,,+73:38:24.00,20 arcmin,2019-02-24 01:54:18.129,190.86,3.23,,,,,0.0,0.0,,,,CHIMEFRB,,400.0,31626218,,FRB 20190224F,16384,,2019-02-24 01:54:18.129,477,https://www.chime-frb.ca/repeaters,04:02:31.200,22 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180814A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65027,,,0.98304,,,10.96,CHIME,FRB,2020-03-26 16:07:07.000,56375,60.63,73.64,136.16961657323716,15.36853849241565
Clear-,,,,,+69:39:00.00,16 arcmin,2019-02-22 18:46:01.370,462.6,3.23,,,,,0.0,0.0,,87.78,NE2001,CHIMEFRB,,400.0,31468495,,FRB 20190222A,16384,,2019-02-22 18:46:01.370,30,https://www.chime-frb.ca/repeaters,20:52:19.200,1.35 deg,600.0,,Data from the real-time pipeline L4 header,FRB  20190222A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63347,,,0.98304,,,31.2,CHIME,FRB,2020-03-03 16:02:47.000,55105,313.08,69.65,105.46927803684751,16.11798563590969
Clear-,,,,,+68:17:24.00,21 arcmin,2019-02-16 15:26:58.022,1268.08,25.88,,,,,0.0,0.0,,42.96,NE2001,CHIMEFRB,,400.0,30749404,,FRB 20190216A,16384,,2019-02-16 15:26:58.022,29,https://www.chime-frb.ca/repeaters,17:04:57.600,16 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20181017A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63346,,,0.98304,,,22.64,CHIME,FRB,2020-03-03 16:02:47.000,55104,256.24,68.28999999999999,100.31871977395252,35.27730715620758
Clear-,,,,,+81:35:24.00,23 arcmin,2019-02-13 17:09:32.741,302.47,1.62,,,,,0.0,0.0,,52.67,NE2001,CHIMEFRB,,400.0,30465284,,FRB 20190213B,16384,,2019-02-13 17:09:32.741,28,https://www.chime-frb.ca/repeaters,18:24:07.200,24 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190212A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63345,,,0.98304,,,9.53,CHIME,FRB,2020-03-03 16:02:47.000,55103,276.03,81.58999999999999,114.49337079748587,27.993728597890815
Clear-,,,,,+20:04:48.00,21 arcmin,2019-02-13 00:42:26.688,650.23,3.23,,,,,0.0,0.0,,43.89,NE2001,CHIMEFRB,,400.0,30351693,,FRB 20190213A,16384,,2019-02-13 00:42:26.688,27,https://www.chime-frb.ca/repeaters,02:13:57.600,23 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190213A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63344,,,0.98304,,,9.48,CHIME,FRB,2020-03-03 16:02:47.000,55102,33.49,20.08,147.64511606564417,-39.19565371368583
Clear-,,,,,+81:37:48.00,21 arcmin,2019-02-12 16:17:23.513,300.85,3.23,,,,,0.0,0.0,,50.34,NE2001,CHIMEFRB,,400.0,30292842,,FRB 20190212A,16384,,2019-02-12 16:17:23.513,26,https://www.chime-frb.ca/repeaters,17:39:28.800,24 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190212A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63343,,,0.98304,,,9.92,CHIME,FRB,2020-03-03 16:02:47.000,55101,264.87,81.63,114.83825773555255,29.591728238930653
Clear-,,,,,+77:40:12.00,21 arcmin,2019-02-10 08:17:13.963,420.55,6.47,,,,,0.0,0.0,,45.69,NE2001,CHIMEFRB,,400.0,30112019,,FRB 20190210A,16384,,2019-02-10 08:17:13.963,25,https://www.chime-frb.ca/repeaters,09:37:07.200,23 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190209A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63342,,,0.98304,,,10.07,CHIME,FRB,2020-03-03 16:02:47.000,55100,144.28,77.67,135.36779827587142,34.61507824132943
Clear-,,,,,+77:40:12.00,20 arcmin,2019-02-09 08:20:20.977,423.78,3.23,,,,,0.0,0.0,,45.73,NE2001,CHIMEFRB,,400.0,30015540,,FRB 20190209A,16384,,2019-02-09 08:20:20.977,24,https://www.chime-frb.ca/repeaters,09:36:16.800,22 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190209A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63341,,,0.98304,,,11.82,CHIME,FRB,2020-03-03 16:02:47.000,55099,144.07,77.67,135.39839082373564,34.577973162703756
Clear-,,,,,+46:58:12.00,20 arcmin,2019-02-08 17:41:50.656,579.06,3.23,,,,,0.0,0.0,,71.8,NE2001,CHIMEFRB,,400.0,29889091,,FRB 20190208A,16384,,2019-02-08 17:41:50.656,23,https://www.chime-frb.ca/repeaters,18:54:38.400,19 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190208A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63340,,,0.98304,,,12.2,CHIME,FRB,2020-03-03 16:02:47.000,55098,283.66,46.97,77.45856167394734,19.760366840215195
Clear-,,,,,+65:43:48.00,23 arcmin,2019-01-26 01:32:45.331,351.0,1.62,,,,,0.0,0.0,,199.73,NE2001,CHIMEFRB,,400.0,28293423,,FRB 20190126A,16384,,2019-01-26 01:32:45.331,22,https://www.chime-frb.ca/repeaters,01:45:04.800,20 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180916B,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63339,,,0.98304,,,11.58,CHIME,FRB,2020-03-03 16:02:47.000,55097,26.27,65.73,128.90761284799694,3.329248185945396
Clear-,,,,,+17:22:48.00,17 arcmin,2019-01-17 22:18:32.121,393.05,1.62,,,,,0.0,0.0,,48.22,NE2001,CHIMEFRB,,400.0,27052203,,FRB 20190117A,16384,,2019-01-17 22:18:32.121,21,https://www.chime-frb.ca/repeaters,22:07:19.200,18 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190117A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63338,,,0.98304,,,24.21,CHIME,FRB,2020-03-03 16:02:47.000,55096,331.83,17.38,76.40763835998352,-29.485828889962704
Clear-,,,,,+27:09:36.00,20 arcmin,2019-01-16 13:08:20.412,441.58,1.62,,,,,0.0,0.0,,19.89,NE2001,CHIMEFRB,,400.0,26804247,,FRB 20190116B,16384,,2019-01-16 13:08:20.412,20,https://www.chime-frb.ca/repeaters,12:49:50.400,20 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190116A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63337,,,0.98304,,,12.86,CHIME,FRB,2020-03-03 16:01:26.000,55095,192.46,27.16,-147.6833610320325,88.5318407853612
Clear-,,,,,+27:09:36.00,20 arcmin,2019-01-16 13:07:33.840,446.43,6.47,,,,,0.0,0.0,,19.89,NE2001,CHIMEFRB,,400.0,26804245,,FRB 20190116A,16384,,2019-01-16 13:07:33.840,19,https://www.chime-frb.ca/repeaters,12:49:04.800,19 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190116A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63336,,,0.98304,,,15.76,CHIME,FRB,2020-03-03 16:01:26.000,55094,192.27,27.16,-147.59874441898612,88.3628066027432
Clear-,,,,,+65:07:12.00,22 arcmin,2019-01-03 13:47:23.324,365.55,3.23,,,,,0.0,0.0,,34.19,NE2001,CHIMEFRB,,400.0,24648496,,FRB 20190103A,16384,,2019-01-03 13:47:23.324,18,https://www.chime-frb.ca/repeaters,12:31:50.400,18 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20181119A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63335,,,0.98304,,,15.67,CHIME,FRB,2020-03-03 16:01:26.000,55093,187.96,65.11999999999999,128.11209714618295,51.80814611080644
Clear-,,,1.7,0.1,-79:28:32.50,0.18 arcsec,2019-01-02 05:38:43.491,363.6,0.3,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20190102C_atrep_79765_FRBCAT.png,Graphics,14.0,1.0,0.0,,0.82,57.3,NE2001,FRBCAT,0.291,336.0,FRB190102,2020-08-12 09:08:02.000,FRB 20190102C,366,4,2019-01-02 05:38:43.491,736,,21:29:39.760,0.72 arcsec,1320.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79765,-110.0,1.0,1.26,0.041,0.002,14.0,ASKAP,Incoherent,2020-08-12 09:08:01.000,64982,322.41566666666665,-79.47569444444444,-46.193343663549854,-33.30372604526019
Other-,,,1.24,0.13,-45:58:02.40,4 deg,2018-12-28 13:48:50.100,354.2,0.9,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20181228D_atrep_79764_FRBCAT.png,Graphics,24.0,,19.23,,,58.0,NE2001,FRBCAT,,31.25,FRB181228,2020-08-12 09:07:59.000,FRB 20181228D,40,2,2018-12-28 13:48:50.100,734,,06:09:23.640,3.85 arcmin,835.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79764,,,0.327,0.2,,12.0,MOST,UTMOST,2020-08-12 09:07:58.000,64981,92.3485,-45.967333333333336,-105.85806015087888,-26.995223002581042
Clear-,,,,,+65:44:24.00,19 arcmin,2018-12-26 03:43:30.129,347.76,1.62,,,,,0.0,0.0,,198.47,NE2001,CHIMEFRB,,400.0,23891929,,FRB 20181226A,16384,,2018-12-26 03:43:30.129,17,https://www.chime-frb.ca/repeaters,01:58:02.400,18 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180916B,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63334,,,0.98304,,,16.68,CHIME,FRB,2020-03-03 16:01:26.000,55092,29.51,65.74,130.20886632884557,3.621775281042801
Clear-,,,,,+65:43:48.00,22 arcmin,2018-12-25 03:53:03.926,346.14,3.23,,,,,0.0,0.0,,197.95,NE2001,CHIMEFRB,,400.0,23789294,,FRB 20181225A,16384,,2018-12-25 03:53:03.926,16,https://www.chime-frb.ca/repeaters,01:59:33.600,19 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180916B,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63333,,,0.98304,,,16.17,CHIME,FRB,2020-03-03 16:01:26.000,55091,29.89,65.73,130.36318557614342,3.6494954018282053
Clear-,,,,,+65:44:24.00,16 arcmin,2018-12-23 03:51:28.927,352.61,3.23,,,,,0.0,0.0,,198.41,NE2001,CHIMEFRB,,400.0,23588210,,FRB 20181223A,16384,,2018-12-23 03:51:28.927,15,https://www.chime-frb.ca/repeaters,01:58:07.200,13 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180916B,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63332,,,0.98304,,,31.79,CHIME,FRB,2020-03-03 16:01:26.000,55090,29.53,65.74,130.21686580744034,3.6237226172057877
Clear-,,,,,+65:44:24.00,17 arcmin,2018-12-22 03:59:23.209,349.38,12.94,,,,,0.0,0.0,,198.41,NE2001,CHIMEFRB,,400.0,23491552,,FRB 20181222A,16384,,2018-12-22 03:59:23.209,14,https://www.chime-frb.ca/repeaters,01:58:12.000,16 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180916B,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63331,,,0.98304,,,23.98,CHIME,FRB,2020-03-03 16:01:26.000,55089,29.55,65.74,130.2248646991369,3.6256724234957747
Clear-,,,,,+63:23:24.00,21 arcmin,2018-12-19 07:04:41.690,449.66,3.23,,,,,0.0,0.0,,111.66,NE2001,CHIMEFRB,,400.0,23110229,,FRB 20181219A,16384,,2018-12-19 07:04:41.690,13,https://www.chime-frb.ca/repeaters,04:55:45.600,20 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20181128A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63330,,,0.98304,,,10.25,CHIME,FRB,2020-03-03 16:01:26.000,55088,73.94,63.39,147.25062986100147,11.96675974306196
Clear-,,,,,+63:23:24.00,17 arcmin,2018-11-28 08:27:41.736,446.43,6.47,,,,,0.0,0.0,,111.33,NE2001,CHIMEFRB,,400.0,21538821,,FRB 20181128A,16384,,2018-11-28 08:27:41.736,127,https://www.chime-frb.ca/repeaters,04:56:12.000,15 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20181128A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",64105,,,0.98304,,,23.37,CHIME,FRB,2020-03-12 14:36:58.000,55595,74.05,63.39,147.28170375002807,12.005536748039177
Other-,,,1.05,0.06,+18:09:35.70,3 arcmin,2018-11-23 17:49:09.127,1812.0,2,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20181123B_atrep_79763_FRBCAT.png,Graphics,0.2,,0.065,0.003,,149.5,NE2001,FRBCAT,,400.0,FRB181123,2020-08-12 09:07:56.000,FRB 20181123B,4096,1,2018-11-23 17:49:09.127,733,,05:06:06.760,3 arcmin,1250.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79763,,,0.196608,,,0.0,FAST,FAST-MB,2020-08-12 09:07:55.000,64980,76.52816666666666,18.159916666666664,-175.64491854112643,-14.443741592999686
Clear-,,,,,+73:39:00.00,21 arcmin,2018-11-20 08:25:28.208,190.86,3.23,,,,,0.0,0.0,,87.93,NE2001,CHIMEFRB,,400.0,20899716,,FRB 20181120C,16384,,2018-11-20 08:25:28.208,119,https://www.chime-frb.ca/repeaters,04:21:55.200,22 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180814A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",64097,,,0.98304,,,10.59,CHIME,FRB,2020-03-12 14:35:41.000,55587,65.48,73.65,137.17922619522182,16.328201139184866
Clear-,,,,,+65:44:24.00,22 arcmin,2018-11-20 05:56:06.202,351.0,1.62,,,,,0.0,0.0,,198.83,NE2001,CHIMEFRB,,400.0,20887865,,FRB 20181120B,16384,,2018-11-20 05:56:06.202,118,https://www.chime-frb.ca/repeaters,01:57:07.200,17 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180916B,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",64096,,,0.98304,,,18.18,CHIME,FRB,2020-03-12 14:35:41.000,55586,29.28,65.74,130.11683037768904,3.5995585261803065
Clear-,,,,,+65:43:48.00,22 arcmin,2018-11-20 05:56:06.202,351.0,1.62,,,,,0.0,0.0,,199.66,NE2001,CHIMEFRB,,400.0,20887861,,FRB 20181120A,16384,,2018-11-20 05:56:06.202,12,https://www.chime-experiment.ca,01:45:00.000,20 arcmin,600.0,,Data from the real-time pipeline L4 header,,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63329,,,0.98304,,,13.37,CHIME,FRB,2020-03-03 16:01:26.000,55087,26.25,65.73,128.89952448202246,3.3277056336635367
Clear-,,,,,+65:07:48.00,20 arcmin,2018-11-19 16:49:03.194,368.79,6.47,,,,,0.0,0.0,,34.02,NE2001,CHIMEFRB,,400.0,20854062,,FRB 20181119A,16384,,2018-11-19 16:49:03.194,11,https://www.chime-frb.ca/repeaters,12:40:38.400,20 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20181119A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63328,,,0.98304,,,11.06,CHIME,FRB,2020-03-03 16:01:26.000,55086,190.16,65.13,126.62370304445382,51.91560567356961
Clear-,,,,,+73:37:48.00,23 arcmin,2018-11-18 08:44:49.691,187.63,6.47,,,,,0.0,0.0,,88.02,NE2001,CHIMEFRB,,400.0,20746490,,FRB 20181118C,16384,,2018-11-18 08:44:49.691,476,https://www.chime-frb.ca/repeaters,04:21:45.600,22 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180814A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65026,,,0.98304,,,10.28,CHIME,FRB,2020-03-26 16:07:07.000,56374,65.44,73.63,137.18622366002998,16.306250221871878
Clear-,,,2.1,0.2,-52:58:15.39,0.40 arcsec,2018-11-12 17:31:15.483,589.27,0.03,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20181112A_atrep_79762_FRBCAT.png,Graphics,26.0,3.0,0.0,,0.9,102.0,Other,FRBCAT,0.4755,336.0,FRB181112,2020-08-12 09:07:53.000,FRB 20181112A,366,2,2018-11-12 17:31:15.483,732,,21:49:23.630,1.56 arcsec,1272.5,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79762,10.9,0.9,1.26,,,19.3,ASKAP,Coherent,2020-08-12 09:07:53.000,64979,327.3484583333333,-52.97094166666667,-16.043430032250853,-46.98599317882611
Clear-,,,,,+65:44:24.00,21 arcmin,2018-11-04 07:07:01.595,342.91,6.47,,,,,0.0,0.0,,198.83,NE2001,CHIMEFRB,,400.0,20425669,,FRB 20181104B,16384,,2018-11-04 07:07:01.595,10,https://www.chime-frb.ca/repeaters,01:57:07.200,21 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180916B,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63327,,,0.98304,,,10.58,CHIME,FRB,2020-03-03 15:55:23.000,55085,29.28,65.74,130.11683037768904,3.5995585261803065
Clear-,,,,,+65:43:48.00,22 arcmin,2018-11-04 06:57:18.581,347.76,1.62,,,,,0.0,0.0,,199.8,NE2001,CHIMEFRB,,400.0,20425523,,FRB 20181104A,16384,,2018-11-04 06:57:18.581,9,https://www.chime-frb.ca/repeaters,01:43:19.200,18 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180916B,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63326,,,0.98304,,,17.94,CHIME,FRB,2020-03-03 15:55:23.000,55084,25.83,65.73,128.72956230460562,3.2958905887295638
Clear-,,,,,+73:44:24.00,21 arcmin,2018-10-30 04:16:21.644,101.9,1.62,,,,,0.0,0.0,,40.47,NE2001,CHIMEFRB,,400.0,19996675,,FRB 20181030B,16384,,2018-10-30 04:16:21.644,8,https://www.chime-frb.ca/repeaters,10:55:57.600,37 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20181030A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63325,,,0.98304,,,10.17,CHIME,FRB,2020-03-03 15:55:23.000,55083,163.99,73.74,134.62695468695776,40.79030804038605
Clear-,,,,,+73:44:24.00,20 arcmin,2018-10-30 04:13:13.026,101.9,1.62,,,,,0.0,0.0,,40.61,NE2001,CHIMEFRB,,400.0,19996599,,FRB 20181030A,16384,,2018-10-30 04:13:13.026,7,https://www.chime-frb.ca/repeaters,10:52:48.000,36 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20181030A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63324,,,0.98304,,,11.52,CHIME,FRB,2020-03-03 15:55:23.000,55082,163.2,73.74,134.86126068893338,40.65841290492978
Clear-,,,,,+73:39:36.00,23 arcmin,2018-10-28 10:12:34.524,181.15,25.88,,,,,0.0,0.0,,82.69,NE2001,CHIMEFRB,,400.0,19815274,,FRB 20181028A,16384,,2018-10-28 10:12:34.524,6,https://www.chime-frb.ca/repeaters,04:44:36.000,21 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180814A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63323,,,0.98304,,,11.75,CHIME,FRB,2020-03-03 15:55:23.000,55081,71.15,73.66000000000001,138.26547100740922,17.538374456197047
Clear-,,,,,+65:44:24.00,22 arcmin,2018-10-19 08:13:22.751,346.14,3.23,,,,,0.0,0.0,,193.22,NE2001,CHIMEFRB,,400.0,18685272,,FRB 20181019A,16384,,2018-10-19 08:13:22.751,5,https://www.chime-frb.ca/repeaters,02:08:36.000,19 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180916B,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63322,,,0.98304,,,16.22,CHIME,FRB,2020-03-03 15:55:23.000,55080,32.15,65.74,131.25945144397522,3.900095014333324
